Transaction Date,Post Date,Description,Category,Type,Amount,Memo
04/20/2022,04/21/2022,SQ *GRACE STREET,Food & Drink,Sale,-16.80,
04/19/2022,04/21/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/20/2022,04/21/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-4.16,
04/20/2022,04/21/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/18/2022,04/20/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-3.64,
04/19/2022,04/20/2022,DUANE READE #14468,Health & Wellness,Sale,-5.42,
04/19/2022,04/20/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/19/2022,04/20/2022,OMNYPYG*,Travel,Sale,-2.75,
04/20/2022,04/20/2022,QUEST DIAGNOSTICS,Health & Wellness,Sale,-5.91,
04/18/2022,04/20/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/18/2022,04/19/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/17/2022,04/18/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/17/2022,04/18/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/16/2022,04/18/2022,LE BERNARDIN,Food & Drink,Sale,-595.38,
04/17/2022,04/18/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/17/2022,04/18/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
04/17/2022,04/17/2022,TST* Mickey Spillanes,Food & Drink,Sale,-58.00,
04/10/2022,04/10/2022,LYFT   *1 RIDE 04-08,Travel,Sale,-48.34,
04/07/2022,04/10/2022,SAMMY'S BEACH B&amp;G OGG,Food & Drink,Sale,-4.01,
04/07/2022,04/08/2022,SQ *ALOHA NEWS STAND,Groceries,Sale,-3.95,
04/06/2022,04/08/2022,TIMES SUPER MARKET #24,Groceries,Sale,-16.66,
04/04/2022,04/06/2022,95847 - WHALERS VILLAGE,Travel,Sale,-18.00,
04/04/2022,04/06/2022,WHALERS GENERAL STORE #13,Groceries,Sale,-12.57,
03/31/2022,04/03/2022,TST* Farleys Cafe - SFO,Food & Drink,Sale,-5.00,
04/01/2022,04/03/2022,95847 - WHALERS VILLAGE,Travel,Sale,-15.00,
04/01/2022,04/03/2022,95847 - WHALERS VILLAGE,Travel,Sale,-9.00,
03/29/2022,03/30/2022,SQ *BOBA GUYS NOPA,Food & Drink,Sale,-13.65,
03/28/2022,03/29/2022,SQ *CAFE REVEILLE,Food & Drink,Sale,-11.32,
03/25/2022,03/28/2022,SHARETEA ORINDA,Food & Drink,Sale,-11.67,
03/27/2022,03/28/2022,KHAN TOKE THAI HOUSE,Food & Drink,Sale,-79.22,
03/27/2022,03/28/2022,TST* LOCAL KITCHEN V2,Food & Drink,Sale,-102.78,
03/26/2022,03/27/2022,CHEVRON 0097407,Gas,Sale,-17.70,
03/25/2022,03/27/2022,TRADER JOE'S #115  QPS,Groceries,Sale,-72.63,
03/24/2022,03/24/2022,Spotify USA,Bills & Utilities,Sale,-9.99,
03/23/2022,03/24/2022,SQ *CAFE REVEILLE,Food & Drink,Sale,-10.54,
03/23/2022,03/23/2022,SoulCycle Inc.,Health & Wellness,Sale,-3.00,
03/22/2022,03/23/2022,D J*WALL-ST-JOURNAL,Bills & Utilities,Sale,-9.99,
03/22/2022,03/22/2022,AMZN Mktp US*1N6YO9YG1,Shopping,Sale,-173.77,
03/21/2022,03/22/2022,MAYFLOWER MARKET,Groceries,Sale,-5.49,
03/21/2022,03/22/2022,SoulCycle Inc.,Health & Wellness,Sale,-25.00,
03/22/2022,03/22/2022,LYFT   *1 RIDE 03-20,Travel,Sale,-13.32,
03/21/2022,03/21/2022,Payment Thank You - Web,,Payment,1880.71,
03/21/2022,03/21/2022,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,557.14,
03/20/2022,03/21/2022,APPLE.COM/BILL,Entertainment,Sale,-2.99,
03/20/2022,03/21/2022,REVEL* RIDE,Travel,Sale,-9.71,
03/18/2022,03/20/2022,SAFEWAY #0967,Groceries,Sale,-10.46,
03/19/2022,03/20/2022,SQ *CHASE CENTER,Food & Drink,Sale,-30.75,
03/18/2022,03/20/2022,BART-CLIPPER ORINDA,Travel,Sale,-4.90,
03/18/2022,03/20/2022,CLIPPER SERVICE #3105,Travel,Sale,-3.00,
03/17/2022,03/20/2022,SAFEWAY #0969,Groceries,Sale,-9.99,
03/17/2022,03/18/2022,TICKET PICKERS,Entertainment,Sale,-0.01,
03/15/2022,03/17/2022,ALASKA AIR  0272131792630,Travel,Sale,-27.10,
03/16/2022,03/17/2022,BART-CLIPPER SFIA,Travel,Sale,-13.85,
03/15/2022,03/16/2022,MERPAGO*ELPESCADORPOK,Shopping,Sale,-73.41,
03/12/2022,03/14/2022,MTA*METROCARD/AIRTRAIN,Travel,Sale,-8.00,
03/12/2022,03/14/2022,SUPER KIOSKO SAYULITA,Groceries,Sale,-1.34,
03/12/2022,03/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/12/2022,03/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/12/2022,03/13/2022,SELINA SAYULITA,Travel,Sale,-218.64,
03/11/2022,03/13/2022,REVEL* TIP,Travel,Sale,-6.76,
03/11/2022,03/13/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-9.88,
03/11/2022,03/13/2022,REVEL* CAR,Travel,Sale,-45.09,
03/11/2022,03/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/11/2022,03/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/11/2022,03/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/11/2022,03/13/2022,SQ *LINDUSTRIE,Food & Drink,Sale,-7.00,
03/11/2022,03/13/2022,1 PIZZA SLICE,Food & Drink,Sale,-1.13,
03/10/2022,03/11/2022,ARAMARK GS 200 WEST COFFE,Food & Drink,Sale,-5.06,
03/10/2022,03/11/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/10/2022,03/11/2022,LEAF REMEDYS,Shopping,Sale,-37.96,
03/11/2022,03/11/2022,LYFT   *1 RIDE 03-09,Travel,Sale,-44.31,
03/10/2022,03/11/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/10/2022,03/11/2022,OMNYPYG*,Travel,Sale,-2.75,
03/08/2022,03/10/2022,JUICE GENERATION 1,Food & Drink,Sale,-11.92,
03/08/2022,03/10/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/09/2022,03/10/2022,SQ *HEMPED NYC LLC,Shopping,Sale,-54.38,
03/08/2022,03/09/2022,HUMMUS KITCHEN,Food & Drink,Sale,-22.69,
03/09/2022,03/09/2022,LYFT   *1 RIDE 03-07,Travel,Sale,-49.85,
03/07/2022,03/08/2022,TST* ANEJO - HELL S KITCH,Food & Drink,Sale,-189.03,
03/08/2022,03/08/2022,LYFT   *1 RIDE 03-06,Travel,Sale,-28.94,
03/07/2022,03/08/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/06/2022,03/07/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
03/06/2022,03/07/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/06/2022,03/07/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/06/2022,03/07/2022,TOMPKINS SQUARE BAR,Food & Drink,Sale,-15.69,
03/05/2022,03/07/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-7.80,
03/05/2022,03/07/2022,GENTLEMENS RESALE,Shopping,Sale,-72.50,
03/06/2022,03/07/2022,APPETITO DELI GROCERY,Groceries,Sale,-2.08,
03/04/2022,03/06/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/04/2022,03/06/2022,REVEL* CAR,Travel,Sale,-26.84,
03/05/2022,03/06/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/06/2022,03/06/2022,LYFT   *CANCEL FEE,Travel,Sale,-6.03,
03/05/2022,03/06/2022,TST* ANTICO VINAIO,Food & Drink,Sale,-17.34,
03/04/2022,03/06/2022,REVEL* TIP,Travel,Sale,-20.00,
03/04/2022,03/04/2022,Payment Thank You-Mobile,,Payment,1456.11,
03/04/2022,03/04/2022,LYFT   *1 RIDE 03-02,Travel,Sale,-49.70,
03/04/2022,03/04/2022,REVEL* CAR,Travel,Sale,-29.52,
03/03/2022,03/04/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
03/04/2022,03/04/2022,REVEL* TIP,Travel,Sale,-20.00,
03/02/2022,03/03/2022,Amazon.com*1W3B82JD0,Shopping,Sale,-29.48,
03/01/2022,03/02/2022,REVEL* TIP,Travel,Sale,-20.00,
03/01/2022,03/02/2022,REVEL* CAR,Travel,Sale,-27.67,
03/01/2022,03/02/2022,JOOY TEA SHOPPE,Food & Drink,Sale,-9.81,
03/01/2022,03/01/2022,REVEL* CAR,Travel,Sale,-25.21,
02/27/2022,03/01/2022,JUICE GENERATION 6,Food & Drink,Sale,-10.83,
02/27/2022,03/01/2022,AMISH MARKET,Groceries,Sale,-2.99,
03/01/2022,03/01/2022,REVEL* TIP,Travel,Sale,-20.00,
02/27/2022,02/28/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-4.68,
02/26/2022,02/28/2022,GENTLEMENS RESALE,Shopping,Sale,-70.50,
02/26/2022,02/28/2022,THE VILLAGE UNDERGROUN,Food & Drink,Sale,-274.82,
02/27/2022,02/28/2022,AMZN Mktp US,Shopping,Return,11.97,
02/26/2022,02/27/2022,GROUND CENTRAL COFFEE 4,Food & Drink,Sale,-5.58,
02/26/2022,02/27/2022,GOBI CASHMERE USA,Shopping,Sale,-30.25,
02/26/2022,02/27/2022,HUMMUS KITCHEN,Food & Drink,Sale,-8.71,
02/24/2022,02/25/2022,REVEL* CAR,Travel,Sale,-29.10,
02/24/2022,02/25/2022,REVEL* TIP,Travel,Sale,-20.00,
02/24/2022,02/24/2022,Spotify USA,Bills & Utilities,Sale,-9.99,
02/23/2022,02/24/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
02/23/2022,02/23/2022,LYFT   *1 RIDE 02-21,Travel,Sale,-9.27,
02/22/2022,02/23/2022,D J*WALL-ST-JOURNAL,Bills & Utilities,Sale,-9.99,
02/22/2022,02/23/2022,JOOY TEA SHOPPE,Food & Drink,Sale,-9.88,
02/21/2022,02/23/2022,PUTNEY GENERAL STORE,Groceries,Sale,-15.27,
02/21/2022,02/22/2022,BC STOWE MAIN,Food & Drink,Sale,-7.90,
02/20/2022,02/22/2022,STOWE F&amp;B,Food & Drink,Sale,-4.95,
02/20/2022,02/22/2022,ALPINE MART,Gas,Sale,-9.22,
02/19/2022,02/21/2022,STOWE F&amp;B,Food & Drink,Sale,-18.70,
02/20/2022,02/21/2022,APPLE.COM/BILL,Entertainment,Sale,-2.99,
02/19/2022,02/21/2022,STOWE F&amp;B,Food & Drink,Sale,-9.94,
02/19/2022,02/21/2022,STOWE F&amp;B,Food & Drink,Sale,-9.90,
02/18/2022,02/20/2022,SUNOCO 0267741700,Gas,Sale,-1.69,
02/19/2022,02/20/2022,LYFT   *1 RIDE 02-17,Travel,Sale,-44.93,
02/18/2022,02/20/2022,REVEL* CAR,Travel,Sale,-29.08,
02/19/2022,02/20/2022,AJS SKI AND SPORTS,Entertainment,Sale,-114.48,
02/19/2022,02/20/2022,TST* THE SKINNY PANCAKE -,Food & Drink,Sale,-21.66,
02/18/2022,02/20/2022,REVEL* TIP,Travel,Sale,-7.27,
02/18/2022,02/18/2022,LYFT   *1 RIDE 02-16,Travel,Sale,-49.16,
02/15/2022,02/16/2022,AMZN Mktp US*5J82V52Y3,Shopping,Sale,-32.99,
02/12/2022,02/14/2022,WAVERLY RESTAURANT,Food & Drink,Sale,-158.83,
02/13/2022,02/14/2022,SQ *GRIND,Food & Drink,Sale,-10.95,
02/14/2022,02/14/2022,LYFT   *1 RIDE 02-12,Travel,Sale,-18.51,
02/10/2022,02/13/2022,TST* Prince Street Pizza,Food & Drink,Sale,-19.23,
02/11/2022,02/13/2022,SQ *ART HEARTS FASHION,Personal,Sale,-130.00,
02/13/2022,02/13/2022,LYFT   *1 RIDE 02-11,Travel,Sale,-48.68,
02/10/2022,02/13/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
02/11/2022,02/13/2022,AMTRAK .COM 0420648530111,Travel,Sale,-37.00,
02/11/2022,02/11/2022,Offer:doordash,Fees & Adjustments,Adjustment,2.34,
02/11/2022,02/11/2022,AMZN Mktp US*8F95G59Q3,Shopping,Sale,-43.53,
02/11/2022,02/11/2022,REVEL* CAR,Travel,Sale,-21.39,
02/11/2022,02/11/2022,REVEL* TIP,Travel,Sale,-28.00,
02/09/2022,02/10/2022,REVEL* TIP,Travel,Sale,-21.00,
02/08/2022,02/10/2022,AMISH MARKET,Groceries,Sale,-7.49,
02/09/2022,02/10/2022,Amazon.com*NW4BJ2HZ3,Shopping,Sale,-40.47,
02/09/2022,02/10/2022,REVEL* CAR,Travel,Sale,-28.17,
02/07/2022,02/09/2022,CAFETERIA VERDE LUZ,Food & Drink,Sale,-11.08,
02/07/2022,02/09/2022,LEAF REMEDYS,Shopping,Sale,-37.96,
02/08/2022,02/09/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
02/07/2022,02/08/2022,DOORDASH*POKEWORKS,Food & Drink,Sale,-23.35,
02/06/2022,02/08/2022,LA FRONTERA,Food & Drink,Sale,-137.01,
02/06/2022,02/08/2022,CARRIBEAN TRADING CO,Shopping,Sale,-44.03,
02/07/2022,02/08/2022,TRADER JOE'S #539 QPS,Groceries,Sale,-134.03,
02/06/2022,02/08/2022,MAR AZUL SURF SHOP,Shopping,Sale,-88.09,
02/06/2022,02/08/2022,THE FROZEN SPOON,Food & Drink,Sale,-4.91,
02/07/2022,02/08/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-2.86,
02/07/2022,02/07/2022,Payment Thank You-Mobile,,Payment,679.89,
02/03/2022,02/06/2022,FTL CNBC SMARTSHOP,Shopping,Sale,-7.94,
02/03/2022,02/06/2022,ALASKA AIR  0272127474335,Travel,Sale,-121.59,
02/03/2022,02/06/2022,EWR AIRP PANDA EXPRESS B7,Food & Drink,Sale,-12.04,
02/04/2022,02/06/2022,EL DESVIO CONVENIENC,Groceries,Sale,-8.75,
02/03/2022,02/04/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-2.08,
02/03/2022,02/04/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.76,
02/04/2022,02/04/2022,LYFT   *1 RIDE 02-02,Travel,Sale,-49.22,
02/03/2022,02/04/2022,DELTA AIR   0062497752715,Travel,Sale,-103.60,
02/01/2022,02/02/2022,SQ *VILLAGE CAFE &amp; GRILL,Food & Drink,Sale,-11.88,
02/01/2022,02/02/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
02/01/2022,02/02/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
02/01/2022,02/02/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
02/01/2022,02/01/2022,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
01/31/2022,02/01/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/31/2022,02/01/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/29/2022,02/01/2022,719 BROTHERS FAMOUS DELI,Groceries,Sale,-5.64,
01/31/2022,01/31/2022,HUMMUS KITCHEN,Food & Drink,Sale,-136.50,
01/30/2022,01/31/2022,GROUND CENTRAL COFFEE 4,Food & Drink,Sale,-6.48,
01/30/2022,01/31/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/30/2022,01/31/2022,GROUND CENTRAL COFFEE 4,Food & Drink,Sale,-3.81,
01/29/2022,01/31/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-8.06,
01/30/2022,01/31/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/28/2022,01/31/2022,719 BROTHERS FAMOUS DELI,Groceries,Sale,-6.24,
01/30/2022,01/30/2022,Payment Thank You - Web,,Payment,3445.54,
01/29/2022,01/30/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/28/2022,01/30/2022,TARGET        00032292,Shopping,Sale,-11.96,
01/28/2022,01/30/2022,TARGET        00032292,Shopping,Sale,-3.03,
01/29/2022,01/30/2022,USPS KIOSK 3596559551,Shopping,Sale,-1.16,
01/29/2022,01/30/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/28/2022,01/30/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/27/2022,01/30/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/27/2022,01/30/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/29/2022,01/30/2022,LYFT   *RIDE FRI 8AM,Travel,Sale,-36.81,
01/29/2022,01/30/2022,USPS KIOSK 3596559551,Shopping,Sale,-1.36,
01/27/2022,01/28/2022,CYBERGRANTS DONATION SERV,Shopping,Sale,-1200.00,
01/27/2022,01/28/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-6.24,
01/26/2022,01/27/2022,REVEL* CAR,Travel,Sale,-29.59,
01/26/2022,01/27/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/26/2022,01/27/2022,REVEL* TIP,Travel,Sale,-20.00,
01/25/2022,01/27/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/24/2022,01/26/2022,SZECHUAN MOUNTAIN HOUSE.,Food & Drink,Sale,-226.11,
01/26/2022,01/26/2022,LYFT   *RIDE TUE 11AM,Travel,Sale,-37.18,
01/25/2022,01/26/2022,BITE DELIGHT DELI GROCERY,Groceries,Sale,-4.16,
01/25/2022,01/26/2022,AIRBNB  HMM2PHXY2R,Travel,Sale,-557.14,
01/24/2022,01/25/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/24/2022,01/25/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/23/2022,01/25/2022,GROVE MARKET,Groceries,Sale,-6.50,
01/24/2022,01/25/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
01/24/2022,01/25/2022,CURB SVC LONG ISALN,Travel,Sale,-69.60,
01/23/2022,01/24/2022,SPEEDWAY 01972 2338 DEL M,Gas,Sale,-20.64,
01/23/2022,01/24/2022,TRADER JOE'S #115  QPS,Groceries,Sale,-36.06,
01/23/2022,01/24/2022,SQ *PG BOOKWORKS  INC,Shopping,Sale,-9.25,
01/23/2022,01/24/2022,D J*WALL-ST-JOURNAL,Bills & Utilities,Sale,-9.99,
01/23/2022,01/24/2022,DIABLO FOODS,Groceries,Sale,-61.67,
01/24/2022,01/24/2022,Spotify USA,Bills & Utilities,Sale,-4.99,
01/21/2022,01/24/2022,CRYSTALFISH,Food & Drink,Sale,-54.52,
01/22/2022,01/23/2022,APPLE.COM/BILL,Entertainment,Sale,-95.99,
01/21/2022,01/23/2022,TRADER JOE'S #079  QPS,Groceries,Sale,-30.74,
01/21/2022,01/23/2022,MARATHON PETRO179499,Gas,Sale,-40.50,
01/21/2022,01/23/2022,PRESSED JUICERY - WALN,Food & Drink,Sale,-7.15,
01/22/2022,01/23/2022,SQ *GOODIES DELICATESSEN,Groceries,Sale,-22.50,
01/21/2022,01/23/2022,LAURA L. HALVORSEN  DDS,Health & Wellness,Sale,-123.60,
01/22/2022,01/23/2022,TRADER JOE'S #079  QPS,Groceries,Sale,-29.99,
01/20/2022,01/21/2022,AMZN Mktp US*313SG4Z53,Shopping,Sale,-32.99,
01/18/2022,01/20/2022,AMTRAK .COM 0180610595258,Travel,Sale,-44.00,
01/19/2022,01/20/2022,CL *Chase Travel,Travel,Sale,-224.89,
01/19/2022,01/20/2022,CL *Chase Travel,Travel,Sale,-280.20,
01/18/2022,01/19/2022,SQ *SALT &amp; STRAW ICE CREA,Food & Drink,Sale,-10.70,
01/18/2022,01/19/2022,TST* EQUATOR COFFEES &amp; TE,Food & Drink,Sale,-9.50,
01/16/2022,01/17/2022,POPCORN,Groceries,Sale,-3.80,
01/16/2022,01/17/2022,TRADER JOE'S #200 QPS,Groceries,Sale,-96.84,
01/16/2022,01/17/2022,SQ *JOHNNY DOUGHNUTS  HAY,Food & Drink,Sale,-7.03,
01/16/2022,01/17/2022,SQ *HAYES VALLEY,Food & Drink,Sale,-4.08,
01/15/2022,01/16/2022,SQ *BOBA GUYS NOPA,Food & Drink,Sale,-13.65,
